[combat] time=0.324 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[action] time=0.484 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.485 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.577 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=GM_mode_is_ON
[combat] time=0.577 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=You_are_now_invisible_(rank_6)
[portrait] time=4.618 subject=Player outcome=Ready camera=Authored authoredRetried=False subjectPx=42354 rgb=0..255 alpha=180..255 pieces=11 displayId=0 bindPoseHeight=2.0352 eyeHeight=0.0000 distance=0.0000 fovyDeg=27.0000 near=0.2222
[combat] time=5.163 event=GmCommand cause=live-bootstrap target=0x0000000000000000 detail=sent=True;text=.go_xyz_-8949.95_-132.493_83.5312_0
[anim] time=6.963 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=6.979 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=6.979 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=6.979 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=6.979 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=6.996 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=6.996 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=6.996 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=6.996 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.013 unit=creature:2336 track=0 requested=4 played=4 kind=Exact
[anim] time=7.013 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.013 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.013 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.013 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.030 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.030 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.030 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.030 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.046 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.046 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.046 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.046 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.063 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.063 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.063 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.063 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.080 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.080 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.080 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.080 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.096 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.096 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.096 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.097 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.113 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.113 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.113 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.113 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.130 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.130 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.130 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.130 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.161 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.161 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.161 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.161 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[combat] time=7.163 event=BootstrapTeleportUnconfirmed cause=gm-command-no-position-change target=0x0000000000000000 detail=position=-11158.889|1722.8434|40.858406
[combat] time=7.165 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.gm_on
[anim] time=7.174 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.174 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.174 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.175 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[combat] time=7.179 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.go_creature_45551
[anim] time=7.181 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.181 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.181 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.181 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.197 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.197 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.197 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.197 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.213 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.213 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.213 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.213 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.230 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.230 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.230 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.230 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.247 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.247 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.247 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.247 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.263 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.263 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.263 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.263 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.280 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.280 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.280 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.280 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.296 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.296 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.297 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.297 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.313 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.313 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.313 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.313 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.330 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.330 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.330 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.330 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.347 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.347 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.347 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.347 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.363 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.363 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.363 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.363 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.380 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.380 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.380 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.380 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.396 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.397 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.397 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.397 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.397 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.397 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.413 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.413 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.413 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.413 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.413 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.413 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.430 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.430 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.430 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.430 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.461 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.462 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.462 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.462 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.464 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.464 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.464 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.464 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.480 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.480 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.480 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.480 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.497 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.497 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.497 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.497 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.513 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.513 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.514 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.514 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.530 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.530 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.530 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.530 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.547 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.547 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.547 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.547 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.563 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.563 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.564 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.564 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.580 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.581 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.581 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.581 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.597 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.597 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.597 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.597 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.614 unit=creature:2336 track=0 requested=0 played=0 kind=Exact
[anim] time=7.614 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.614 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.614 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.614 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.630 unit=creature:2336 track=0 requested=4 played=4 kind=Exact
[anim] time=7.630 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.630 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.630 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.630 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.647 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.647 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.647 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.647 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.663 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.663 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.664 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.664 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.680 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.680 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.680 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.680 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.697 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.697 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.697 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.697 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.713 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.713 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.713 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.714 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.730 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.730 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.730 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.730 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.762 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.762 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.762 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.762 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.764 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.764 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.764 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.765 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.780 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.780 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.780 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.780 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.797 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.797 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.797 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.797 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.813 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.813 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.814 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.814 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.830 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.830 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.830 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.830 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.830 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.847 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.847 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
[anim] time=7.847 unit=creature:2337 track=0 requested=4 played=4 kind=Exact
[anim] time=7.847 unit=creature:2344 track=0 requested=0 played=0 kind=Exact
[anim] time=7.863 unit=creature:2337 track=0 requested=0 played=0 kind=Exact
[anim] time=7.864 unit=creature:2344 track=0 requested=4 played=4 kind=Exact
