[combat] time=0.197 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.198 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.198 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[combat] time=0.208 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[action] time=0.383 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.384 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.453 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=GM_mode_is_ON
[combat] time=0.453 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=You_are_now_invisible_(rank_6)
[portrait] time=9.889 subject=Player outcome=Ready camera=Authored authoredRetried=False subjectPx=42354 rgb=0..255 alpha=180..255 pieces=11 displayId=0 bindPoseHeight=2.0352 eyeHeight=0.0000 distance=0.0000 fovyDeg=27.0000 near=0.2222
[combat] time=10.437 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=44;hex=00000000070000002E676F2078797A202D383934392E3935202D3133322E3439332038332E35333132203000
[combat] time=10.437 event=GmCommand cause=live-bootstrap target=0x0000000000000000 detail=sent=True;text=.go_xyz_-8949.95_-132.493_83.5312_0
[combat] time=10.580 event=TeleportWire cause=server-receive target=0x0000000000000000 detail=opcode=0x00C7;bytes=34;hex=010100000000000000002D783901CDD70BC6357E04C3F90FA74276BE2F4013000000
[combat] time=10.582 event=TeleportApplied cause=server-authoritative target=0x0000000000000001 detail=counter=0;position=-8949.95|-132.493|83.5312;orientation=2.7459998;movementTime=20543533;flags=0x00000000
[combat] time=10.583 event=TeleportWire cause=client-send target=0x0000000000000000 detail=opcode=0x00C7;bytes=16;hex=01000000000000000000000057290000
[combat] time=10.612 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=16;hex=00000000070000002E676D206F666600
[combat] time=10.612 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.gm_off
[anim] time=12.035 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.051 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.051 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.067 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.067 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.084 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.084 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.100 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.100 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.117 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.117 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.134 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.134 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.150 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.150 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.167 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.167 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.184 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.184 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.201 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.201 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.218 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.218 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.234 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.234 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.236 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.236 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.268 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.268 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.284 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.284 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.301 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.301 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.302 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.302 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.335 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.335 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.351 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.351 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.367 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.367 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.384 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.384 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.401 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.401 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.418 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.418 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.434 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.434 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.436 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.436 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.468 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.484 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.484 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.486 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.486 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.501 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.501 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.518 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.518 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.551 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.551 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.568 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.568 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.584 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.584 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.601 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.601 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.618 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.618 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.620 unit=creature:10913 track=0 requested=4 played=4 kind=BakedOnDemand
[anim] time=12.620 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.620 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.651 unit=creature:10913 track=0 requested=4 played=4 kind=Exact
[anim] time=12.651 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.651 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.653 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.653 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.668 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.668 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.701 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.701 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.718 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.718 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.735 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.735 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.737 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.737 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.768 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.768 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.784 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.784 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.786 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.786 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.818 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.818 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[portrait] time=12.820 subject=Target outcome=Ready camera=Authored authoredRetried=False subjectPx=46676 rgb=0..255 alpha=127..255 pieces=-1 displayId=10913 bindPoseHeight=1.1373 eyeHeight=0.0000 distance=0.0000 fovyDeg=39.2823 near=0.1556
[anim] time=12.823 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.823 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.835 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.835 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.868 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.868 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.885 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.885 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.901 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.901 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.918 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.918 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.935 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.935 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.951 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.951 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.968 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.968 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.985 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.985 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.001 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.001 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.018 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.018 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.035 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.035 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.052 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.052 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.068 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.068 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.085 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.085 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.101 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.151 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.168 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.168 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.185 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.185 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.187 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.187 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.202 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.202 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.219 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.219 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.235 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.235 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.252 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.252 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.269 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.269 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.286 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.286 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.302 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.302 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.319 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.319 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.351 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.351 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.353 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.353 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.369 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.369 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.386 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.386 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.402 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.402 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.419 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.419 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.435 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.435 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.452 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.452 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.469 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.469 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.485 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.502 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.502 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.519 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.519 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.535 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.535 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.552 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.552 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.569 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.569 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.586 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.586 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.602 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.602 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.619 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.619 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.635 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.635 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.652 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.652 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.669 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.669 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.686 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.686 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.702 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.702 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.719 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.719 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.752 unit=creature:10913 track=0 requested=0 played=0 kind=Exact
[anim] time=13.752 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.752 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.753 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.753 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.769 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.769 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.786 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.786 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.802 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.802 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.819 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.819 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.836 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.836 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.852 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.852 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.869 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.869 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.886 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.886 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.902 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.902 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.920 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.920 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.936 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.937 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.952 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.952 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.969 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.969 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.986 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.986 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.003 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.003 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.019 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.019 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.036 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.036 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.053 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.053 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.069 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.069 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.086 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.086 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.103 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.103 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.121 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.121 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.152 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.152 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.154 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.154 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.169 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.169 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.186 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.186 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.203 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.203 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.220 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.220 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.236 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.236 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.253 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.253 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.270 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.270 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.286 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.286 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.303 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.303 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.319 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.319 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.336 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.336 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.353 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.353 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.370 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.370 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.386 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.386 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.403 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.403 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.420 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.420 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.452 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.452 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.454 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.454 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.470 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.470 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.486 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.486 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.503 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.503 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.520 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.520 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.536 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.537 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.553 unit=creature:447 track=0 requested=4 played=4 kind=Exact
