time,character,class_id,spell_id,name,school,cast_type,result_enum,animation_state,effect_check,target_type,gcd_ready,cooldown_ready,resource_type,resource_before,resource_cost,resolved_guid,sent
14.056,"Nbmaghuman",8,168,"Frost Armor",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\FrostArmor_Low_Head.mdx",UNBOUND,True,True,MANA,3088,60,0x0000000000000000,False
14.056,"Nbmaghuman",8,205,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,3088,35,0x0000000000000000,False
14.056,"Nbmaghuman",8,475,"Remove Lesser Curse",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\RemoveCurse_Base.mdx",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,543,"Fire Ward",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\FireWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,85,0x0000000000000000,False
14.056,"Nbmaghuman",8,587,"Conjure Food",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,60,0x0000000000000000,False
14.056,"Nbmaghuman",8,597,"Conjure Food",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,105,0x0000000000000000,False
14.056,"Nbmaghuman",8,604,"Dampen Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ArcaneSpirit_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,100,0x0000000000000000,False
14.056,"Nbmaghuman",8,759,"Conjure Mana Agate",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,530,0x0000000000000000,False
14.056,"Nbmaghuman",8,837,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,3088,50,0x0000000000000000,False
14.056,"Nbmaghuman",8,865,"Frost Nova",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Frost_Nova_area.mdx|Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,3088,85,0x0000000000000000,False
14.056,"Nbmaghuman",8,990,"Conjure Food",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,180,0x0000000000000000,False
14.056,"Nbmaghuman",8,1008,"Amplify Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\AmplifyMagic_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,150,0x0000000000000000,False
14.056,"Nbmaghuman",8,1449,"Arcane Explosion",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\ArcaneExplosion_Base.mdx|Spells\ArcaneExplosion_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,75,0x0000000000000000,False
14.056,"Nbmaghuman",8,1459,"Arcane Intellect",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_Cast_Hand.mdx|Spells\ArcaneIntellect_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,60,0x0000000000000000,False
14.056,"Nbmaghuman",8,1460,"Arcane Intellect",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_Cast_Hand.mdx|Spells\ArcaneIntellect_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,185,0x0000000000000000,False
14.056,"Nbmaghuman",8,1461,"Arcane Intellect",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_Cast_Hand.mdx|Spells\ArcaneIntellect_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,520,0x0000000000000000,False
14.056,"Nbmaghuman",8,1463,"Mana Shield",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ManaShield_State_Base.mdx",UNBOUND,True,True,MANA,3088,40,0x0000000000000000,False
14.056,"Nbmaghuman",8,1953,"Blink",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|spells\blink_impact_chest.mdx",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,2120,"Flamestrike",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Immolate_State_Base.mdx|Spells\Fire_Precast_Low_Hand.mdx",UNBOUND,True,True,MANA,3088,195,0x0000000000000000,False
14.056,"Nbmaghuman",8,2121,"Flamestrike",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Immolate_State_Base.mdx|Spells\Fire_Precast_Low_Hand.mdx",UNBOUND,True,True,MANA,3088,330,0x0000000000000000,False
14.056,"Nbmaghuman",8,2136,"Fire Blast",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Cast_Hand.mdx|Spells\Fire_ImpactDD_Chest.mdx",UNBOUND,True,True,MANA,3088,40,0x0000000000000000,False
14.056,"Nbmaghuman",8,2137,"Fire Blast",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Cast_Hand.mdx|Spells\Fire_ImpactDD_Chest.mdx",UNBOUND,True,True,MANA,3088,75,0x0000000000000000,False
14.056,"Nbmaghuman",8,2138,"Fire Blast",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Cast_Hand.mdx|Spells\Fire_ImpactDD_Chest.mdx",UNBOUND,True,True,MANA,3088,115,0x0000000000000000,False
14.056,"Nbmaghuman",8,2139,"Counterspell",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\CounterSpell_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,100,0x0000000000000000,False
14.056,"Nbmaghuman",8,2479,"Honorless Target",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","NO_VISUAL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,2855,"Detect Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Holy_Precast_Low_Hand.mdx|Spells\DetectMagic_Base.mdx",UNBOUND,True,True,MANA,3088,35,0x0000000000000000,False
14.056,"Nbmaghuman",8,2948,"Scorch",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Scorch_Low_Chest.mdx",UNBOUND,True,True,MANA,3088,50,0x0000000000000000,False
14.056,"Nbmaghuman",8,3140,"Fireball",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\MoltenBlast_Impact_Chest.mdx|Spells\Fireball_Missile_Low.mdx",UNBOUND,True,True,MANA,3088,95,0x0000000000000000,False
14.056,"Nbmaghuman",8,3365,"Opening",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,3552,"Conjure Mana Jade",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,800,0x0000000000000000,False
14.056,"Nbmaghuman",8,3561,"Teleport: Stormwind",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|spells\blink_impact_chest.mdx",UNBOUND,True,True,MANA,3088,120,0x0000000000000000,False
14.056,"Nbmaghuman",8,3562,"Teleport: Ironforge",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|spells\blink_impact_chest.mdx",UNBOUND,True,True,MANA,3088,120,0x0000000000000000,False
14.056,"Nbmaghuman",8,3565,"Teleport: Darnassus",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|spells\blink_impact_chest.mdx",UNBOUND,True,True,MANA,3088,120,0x0000000000000000,False
14.056,"Nbmaghuman",8,5019,"Shoot",PHYSICAL,AUTO_REPEAT,ROSTER_KNOWN,"Stand","NO_VISUAL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,5143,"Arcane Missiles",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx",UNBOUND,True,True,MANA,3088,85,0x0000000000000000,False
14.056,"Nbmaghuman",8,5144,"Arcane Missiles",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx",UNBOUND,True,True,MANA,3088,140,0x0000000000000000,False
14.056,"Nbmaghuman",8,5145,"Arcane Missiles",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx",UNBOUND,True,True,MANA,3088,235,0x0000000000000000,False
14.056,"Nbmaghuman",8,5504,"Conjure Water",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,60,0x0000000000000000,False
14.056,"Nbmaghuman",8,5505,"Conjure Water",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,105,0x0000000000000000,False
14.056,"Nbmaghuman",8,5506,"Conjure Water",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,180,0x0000000000000000,False
14.056,"Nbmaghuman",8,6117,"Mage Armor",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\MageArmor_Impact_Head.mdx",UNBOUND,True,True,MANA,3088,270,0x0000000000000000,False
14.056,"Nbmaghuman",8,6127,"Conjure Water",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,285,0x0000000000000000,False
14.056,"Nbmaghuman",8,6129,"Conjure Food",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,285,0x0000000000000000,False
14.056,"Nbmaghuman",8,6131,"Frost Nova",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Frost_Nova_area.mdx|Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,3088,115,0x0000000000000000,False
14.056,"Nbmaghuman",8,6141,"Blizzard",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\Blizzard_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,520,0x0000000000000000,False
14.056,"Nbmaghuman",8,6143,"Frost Ward",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\FrostWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,85,0x0000000000000000,False
14.056,"Nbmaghuman",8,6233,"Closing",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,6246,"Closing",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,6247,"Opening",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,6477,"Opening",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,6478,"Opening",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,6603,"Attack",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","NO_VISUAL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,7266,"Duel",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","NO_VISUAL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,7267,"Grovel",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,7300,"Frost Armor",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\FrostArmor_Low_Head.mdx",UNBOUND,True,True,MANA,3088,110,0x0000000000000000,False
14.056,"Nbmaghuman",8,7301,"Frost Armor",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\FrostArmor_Low_Head.mdx",UNBOUND,True,True,MANA,3088,170,0x0000000000000000,False
14.056,"Nbmaghuman",8,7302,"Ice Armor",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\IceArmor_Low_Head.mdx",UNBOUND,True,True,MANA,3088,240,0x0000000000000000,False
14.056,"Nbmaghuman",8,7320,"Ice Armor",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\IceArmor_Low_Head.mdx",UNBOUND,True,True,MANA,3088,320,0x0000000000000000,False
14.056,"Nbmaghuman",8,7322,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,3088,65,0x0000000000000000,False
14.056,"Nbmaghuman",8,7355,"Stuck",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,8386,"Attacking",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,3088,0,0x0000000000000000,False
14.056,"Nbmaghuman",8,8400,"Fireball",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\MoltenBlast_Impact_Chest.mdx|Spells\Fireball_Missile_Low.mdx",UNBOUND,True,True,MANA,3088,140,0x0000000000000000,False
14.056,"Nbmaghuman",8,8401,"Fireball",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\MoltenBlast_Impact_Chest.mdx|Spells\Fireball_Missile_Low.mdx",UNBOUND,True,True,MANA,3088,185,0x0000000000000000,False
14.056,"Nbmaghuman",8,8402,"Fireball",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\MoltenBlast_Impact_Chest.mdx|Spells\Fireball_Missile_Low.mdx",UNBOUND,True,True,MANA,3088,220,0x0000000000000000,False
14.056,"Nbmaghuman",8,8406,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,3088,100,0x0000000000000000,False
14.056,"Nbmaghuman",8,8407,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,3088,130,0x0000000000000000,False
14.056,"Nbmaghuman",8,8408,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,3088,160,0x0000000000000000,False
14.056,"Nbmaghuman",8,8412,"Fire Blast",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Cast_Hand.mdx|Spells\Fire_ImpactDD_Chest.mdx",UNBOUND,True,True,MANA,3088,165,0x0000000000000000,False
14.056,"Nbmaghuman",8,8413,"Fire Blast",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Cast_Hand.mdx|Spells\Fire_ImpactDD_Chest.mdx",UNBOUND,True,True,MANA,3088,220,0x0000000000000000,False
14.056,"Nbmaghuman",8,8416,"Arcane Missiles",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx",UNBOUND,True,True,MANA,3088,320,0x0000000000000000,False
14.056,"Nbmaghuman",8,8417,"Arcane Missiles",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx",UNBOUND,True,True,MANA,3088,410,0x0000000000000000,False
14.056,"Nbmaghuman",8,8422,"Flamestrike",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Immolate_State_Base.mdx|Spells\Fire_Precast_Low_Hand.mdx",UNBOUND,True,True,MANA,3088,490,0x0000000000000000,False
14.056,"Nbmaghuman",8,8423,"Flamestrike",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Immolate_State_Base.mdx|Spells\Fire_Precast_Low_Hand.mdx",UNBOUND,True,True,MANA,3088,650,0x0000000000000000,False
14.056,"Nbmaghuman",8,8427,"Blizzard",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\Blizzard_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,720,0x0000000000000000,False
14.056,"Nbmaghuman",8,8437,"Arcane Explosion",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\ArcaneExplosion_Base.mdx|Spells\ArcaneExplosion_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,120,0x0000000000000000,False
14.056,"Nbmaghuman",8,8438,"Arcane Explosion",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\ArcaneExplosion_Base.mdx|Spells\ArcaneExplosion_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,185,0x0000000000000000,False
14.056,"Nbmaghuman",8,8439,"Arcane Explosion",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\ArcaneExplosion_Base.mdx|Spells\ArcaneExplosion_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,250,0x0000000000000000,False
14.056,"Nbmaghuman",8,8444,"Scorch",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Scorch_Low_Chest.mdx",UNBOUND,True,True,MANA,3088,65,0x0000000000000000,False
14.056,"Nbmaghuman",8,8445,"Scorch",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Scorch_Low_Chest.mdx",UNBOUND,True,True,MANA,3088,80,0x0000000000000000,False
14.056,"Nbmaghuman",8,8446,"Scorch",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Scorch_Low_Chest.mdx",UNBOUND,True,True,MANA,3088,100,0x0000000000000000,False
14.056,"Nbmaghuman",8,8450,"Dampen Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ArcaneSpirit_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,200,0x0000000000000000,False
14.056,"Nbmaghuman",8,8451,"Dampen Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ArcaneSpirit_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,300,0x0000000000000000,False
14.056,"Nbmaghuman",8,8455,"Amplify Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\AmplifyMagic_Impact_Base.mdx",UNBOUND,True,True,MANA,3088,250,0x0000000000000000,False
14.056,"Nbmaghuman",8,8457,"Fire Ward",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\FireWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,135,0x0000000000000000,False
14.056,"Nbmaghuman",8,8458,"Fire Ward",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\FireWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,195,0x0000000000000000,False
14.056,"Nbmaghuman",8,8461,"Frost Ward",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\FrostWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,135,0x0000000000000000,False
14.056,"Nbmaghuman",8,8462,"Frost Ward",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\FrostWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,3088,195,0x0000000000000000,False
14.056,"Nbmaghuman",8,8492,"Cone of Cold",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\ConeofCold_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,3088,290,0x0000000000000000,False
14.056,"Nbmaghuman",8,8494,"Mana Shield",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ManaShield_State_Base.mdx",UNBOUND,True,True,MANA,3088,60,0x0000000000000000,False
14.056,"Nbmaghuman",8,8495,"Mana Shield",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ManaShield_State_Base.mdx",UNBOUND,True,True,MANA,3088,80,0x0000000000000000,False
14.056,"Nbmaghuman",8,10053,"Conjure Mana Citrine",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,1130,0x0000000000000000,False
14.056,"Nbmaghuman",8,10054,"Conjure Mana Ruby",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,3088,1470,0x0000000000000000,False
