panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"multi-action-bar","MultiBarBottomLeftButton4HotKey","FontString","MultiBarBottomLeftButton4","124","4","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton4Count","FontString","MultiBarBottomLeftButton4","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton4Name","FontString","MultiBarBottomLeftButton4","126","26","36","10","BOTTOM","","","0","2","","GameFontHighlightSmallOutline","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","OVERLAY","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"multi-action-bar","MultiBarBottomLeftButton4Cooldown","Model","MultiBarBottomLeftButton4","","","","","CENTER","","","0","-1","","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton4NormalTexture","NormalTexture","MultiBarBottomLeftButton4","111","-12","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton4/PushedTexture","PushedTexture","MultiBarBottomLeftButton4","126","2","36","36","","","","","","Interface\Buttons\UI-Quickslot-Depress.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot-Depress.blp",""
"multi-action-bar","MultiBarBottomLeftButton4/HighlightTexture","HighlightTexture","MultiBarBottomLeftButton4","126","2","36","36","","","","","","Interface\Buttons\ButtonHilight-Square.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\ButtonHilight-Square.blp",""
"multi-action-bar","MultiBarBottomLeftButton4/CheckedTexture","CheckedTexture","MultiBarBottomLeftButton4","126","2","36","36","","","","","","Interface\Buttons\CheckButtonHilight.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\CheckButtonHilight.blp",""
"multi-action-bar","MultiBarBottomLeftButton5","CheckButton","MultiBarBottomLeft","168","2","36","36","LEFT","MultiBarBottomLeftButton4","RIGHT","6","0","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\MultiActionBars.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton5Icon","Texture","MultiBarBottomLeftButton5","168","2","36","36","","","","","","","","","","","BACKGROUND","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton5HotKey","FontString","MultiBarBottomLeftButton5","166","4","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton5Count","FontString","MultiBarBottomLeftButton5","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton5Name","FontString","MultiBarBottomLeftButton5","168","26","36","10","BOTTOM","","","0","2","","GameFontHighlightSmallOutline","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","OVERLAY","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"multi-action-bar","MultiBarBottomLeftButton5Cooldown","Model","MultiBarBottomLeftButton5","","","","","CENTER","","","0","-1","","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton5NormalTexture","NormalTexture","MultiBarBottomLeftButton5","153","-12","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton5/PushedTexture","PushedTexture","MultiBarBottomLeftButton5","168","2","36","36","","","","","","Interface\Buttons\UI-Quickslot-Depress.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot-Depress.blp",""
"multi-action-bar","MultiBarBottomLeftButton5/HighlightTexture","HighlightTexture","MultiBarBottomLeftButton5","168","2","36","36","","","","","","Interface\Buttons\ButtonHilight-Square.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\ButtonHilight-Square.blp",""
"multi-action-bar","MultiBarBottomLeftButton5/CheckedTexture","CheckedTexture","MultiBarBottomLeftButton5","168","2","36","36","","","","","","Interface\Buttons\CheckButtonHilight.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\CheckButtonHilight.blp",""
"multi-action-bar","MultiBarBottomLeftButton6","CheckButton","MultiBarBottomLeft","210","2","36","36","LEFT","MultiBarBottomLeftButton5","RIGHT","6","0","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\MultiActionBars.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton6Icon","Texture","MultiBarBottomLeftButton6","210","2","36","36","","","","","","","","","","","BACKGROUND","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton6HotKey","FontString","MultiBarBottomLeftButton6","208","4","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton6Count","FontString","MultiBarBottomLeftButton6","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton6Name","FontString","MultiBarBottomLeftButton6","210","26","36","10","BOTTOM","","","0","2","","GameFontHighlightSmallOutline","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","OVERLAY","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"multi-action-bar","MultiBarBottomLeftButton6Cooldown","Model","MultiBarBottomLeftButton6","","","","","CENTER","","","0","-1","","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton6NormalTexture","NormalTexture","MultiBarBottomLeftButton6","195","-12","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton6/PushedTexture","PushedTexture","MultiBarBottomLeftButton6","210","2","36","36","","","","","","Interface\Buttons\UI-Quickslot-Depress.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot-Depress.blp",""
"multi-action-bar","MultiBarBottomLeftButton6/HighlightTexture","HighlightTexture","MultiBarBottomLeftButton6","210","2","36","36","","","","","","Interface\Buttons\ButtonHilight-Square.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\ButtonHilight-Square.blp",""
"multi-action-bar","MultiBarBottomLeftButton6/CheckedTexture","CheckedTexture","MultiBarBottomLeftButton6","210","2","36","36","","","","","","Interface\Buttons\CheckButtonHilight.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\CheckButtonHilight.blp",""
"multi-action-bar","MultiBarBottomLeftButton7","CheckButton","MultiBarBottomLeft","252","2","36","36","LEFT","MultiBarBottomLeftButton6","RIGHT","6","0","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\MultiActionBars.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton7Icon","Texture","MultiBarBottomLeftButton7","252","2","36","36","","","","","","","","","","","BACKGROUND","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton7HotKey","FontString","MultiBarBottomLeftButton7","250","4","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton7Count","FontString","MultiBarBottomLeftButton7","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton7Name","FontString","MultiBarBottomLeftButton7","252","26","36","10","BOTTOM","","","0","2","","GameFontHighlightSmallOutline","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","OVERLAY","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"multi-action-bar","MultiBarBottomLeftButton7Cooldown","Model","MultiBarBottomLeftButton7","","","","","CENTER","","","0","-1","","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton7NormalTexture","NormalTexture","MultiBarBottomLeftButton7","237","-12","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton7/PushedTexture","PushedTexture","MultiBarBottomLeftButton7","252","2","36","36","","","","","","Interface\Buttons\UI-Quickslot-Depress.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot-Depress.blp",""
"multi-action-bar","MultiBarBottomLeftButton7/HighlightTexture","HighlightTexture","MultiBarBottomLeftButton7","252","2","36","36","","","","","","Interface\Buttons\ButtonHilight-Square.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\ButtonHilight-Square.blp",""
"multi-action-bar","MultiBarBottomLeftButton7/CheckedTexture","CheckedTexture","MultiBarBottomLeftButton7","252","2","36","36","","","","","","Interface\Buttons\CheckButtonHilight.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\CheckButtonHilight.blp",""
"multi-action-bar","MultiBarBottomLeftButton8","CheckButton","MultiBarBottomLeft","294","2","36","36","LEFT","MultiBarBottomLeftButton7","RIGHT","6","0","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\MultiActionBars.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton8Icon","Texture","MultiBarBottomLeftButton8","294","2","36","36","","","","","","","","","","","BACKGROUND","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton8HotKey","FontString","MultiBarBottomLeftButton8","292","4","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton8Count","FontString","MultiBarBottomLeftButton8","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton8Name","FontString","MultiBarBottomLeftButton8","294","26","36","10","BOTTOM","","","0","2","","GameFontHighlightSmallOutline","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","OVERLAY","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"multi-action-bar","MultiBarBottomLeftButton8Cooldown","Model","MultiBarBottomLeftButton8","","","","","CENTER","","","0","-1","","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton8NormalTexture","NormalTexture","MultiBarBottomLeftButton8","279","-12","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton8/PushedTexture","PushedTexture","MultiBarBottomLeftButton8","294","2","36","36","","","","","","Interface\Buttons\UI-Quickslot-Depress.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot-Depress.blp",""
"multi-action-bar","MultiBarBottomLeftButton8/HighlightTexture","HighlightTexture","MultiBarBottomLeftButton8","294","2","36","36","","","","","","Interface\Buttons\ButtonHilight-Square.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\ButtonHilight-Square.blp",""
"multi-action-bar","MultiBarBottomLeftButton8/CheckedTexture","CheckedTexture","MultiBarBottomLeftButton8","294","2","36","36","","","","","","Interface\Buttons\CheckButtonHilight.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\CheckButtonHilight.blp",""
"multi-action-bar","MultiBarBottomLeftButton9","CheckButton","MultiBarBottomLeft","336","2","36","36","LEFT","MultiBarBottomLeftButton8","RIGHT","6","0","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\MultiActionBars.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton9Icon","Texture","MultiBarBottomLeftButton9","336","2","36","36","","","","","","","","","","","BACKGROUND","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
