panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"party-frame","PartyMemberFrame1Debuff2","Button","PartyMemberFrame1","65","32","15","15","LEFT","PartyMemberFrame1Debuff1","RIGHT","2","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1Debuff2Icon","Texture","PartyMemberFrame1Debuff2","65","32","15","15","","","","","","","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1Debuff2Border","Texture","PartyMemberFrame1Debuff2","64","31","17","17","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"party-frame","PartyMemberFrame1Debuff3","Button","PartyMemberFrame1","82","32","15","15","LEFT","PartyMemberFrame1Debuff2","RIGHT","2","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1Debuff3Icon","Texture","PartyMemberFrame1Debuff3","82","32","15","15","","","","","","","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1Debuff3Border","Texture","PartyMemberFrame1Debuff3","81","31","17","17","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"party-frame","PartyMemberFrame1Debuff4","Button","PartyMemberFrame1","99","32","15","15","LEFT","PartyMemberFrame1Debuff3","RIGHT","2","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1Debuff4Icon","Texture","PartyMemberFrame1Debuff4","99","32","15","15","","","","","","","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1Debuff4Border","Texture","PartyMemberFrame1Debuff4","98","31","17","17","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"party-frame","PartyMemberFrame1PetFrame","Button","PartyMemberFrame1","20","47","64","26","TOPLEFT","","","20","-47","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFramePortrait","Texture","PartyMemberFrame1PetFrame","23","50","18","18","TOPLEFT","","","3","-3","","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrame/Frame","Frame","PartyMemberFrame1PetFrame","20","47","64","26","","","","","","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrame/Frame/Frame","Frame","PartyMemberFrame1PetFrame/Frame","20","47","64","26","","","","","","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrame/Frame/FrameTexture","Texture","PartyMemberFrame1PetFrame/Frame/Frame","20","48","64","32","TOPLEFT","","","0","-1","Interface\TargetingFrame\UI-PartyFrame.blp","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","interface.MPQ:Interface\TargetingFrame\UI-PartyFrame.blp",""
"party-frame","PartyMemberFrame1PetFrame/Frame/FrameName","FontString","PartyMemberFrame1PetFrame/Frame/Frame","","","","","BOTTOMLEFT","","","25","21","","GameFontNormalSmall","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"party-frame","PartyMemberFrame1PetFrameHealthBar","StatusBar","PartyMemberFrame1PetFrame","43","53","35","4","TOPLEFT","","","23","-6","Interface\TargetingFrame\UI-StatusBar.blp","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","interface.MPQ:Interface\TargetingFrame\UI-StatusBar.blp",""
"party-frame","PartyMemberFrame1PetFrameDebuff1","Button","PartyMemberFrame1PetFrame","44","63","15","15","TOPLEFT","","","24","-16","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrameDebuff1Icon","Texture","PartyMemberFrame1PetFrameDebuff1","44","63","15","15","","","","","","","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrameDebuff1Border","Texture","PartyMemberFrame1PetFrameDebuff1","43","62","17","17","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"party-frame","PartyMemberFrame1PetFrameDebuff2","Button","PartyMemberFrame1PetFrame","61","63","15","15","LEFT","PartyMemberFrame1PetFrameDebuff1","RIGHT","2","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrameDebuff2Icon","Texture","PartyMemberFrame1PetFrameDebuff2","61","63","15","15","","","","","","","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrameDebuff2Border","Texture","PartyMemberFrame1PetFrameDebuff2","60","62","17","17","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"party-frame","PartyMemberFrame1PetFrameDebuff3","Button","PartyMemberFrame1PetFrame","78","63","15","15","LEFT","PartyMemberFrame1PetFrameDebuff2","RIGHT","2","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrameDebuff3Icon","Texture","PartyMemberFrame1PetFrameDebuff3","78","63","15","15","","","","","","","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrameDebuff3Border","Texture","PartyMemberFrame1PetFrameDebuff3","77","62","17","17","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"party-frame","PartyMemberFrame1PetFrameDebuff4","Button","PartyMemberFrame1PetFrame","95","63","15","15","LEFT","PartyMemberFrame1PetFrameDebuff3","RIGHT","2","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrameDebuff4Icon","Texture","PartyMemberFrame1PetFrameDebuff4","95","63","15","15","","","","","","","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","",""
"party-frame","PartyMemberFrame1PetFrameDebuff4Border","Texture","PartyMemberFrame1PetFrameDebuff4","94","62","17","17","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\PartyFrameTemplates.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
