panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"chat-frame","ChatFrame1BottomButton","Button","ChatFrame1","-32","92","32","32","BOTTOMLEFT","","","-32","-4","Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Up.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Up.blp",""
"chat-frame","ChatFrame1BottomButton/NormalTexture","NormalTexture","ChatFrame1BottomButton","-32","92","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Up.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Up.blp",""
"chat-frame","ChatFrame1BottomButton/PushedTexture","PushedTexture","ChatFrame1BottomButton","-32","92","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Down.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Down.blp",""
"chat-frame","ChatFrame1BottomButton/DisabledTexture","DisabledTexture","ChatFrame1BottomButton","-32","92","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Disabled.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Disabled.blp",""
"chat-frame","ChatFrame1BottomButton/HighlightTexture","HighlightTexture","ChatFrame1BottomButton","-32","92","32","32","","","","","","Interface\Buttons\UI-Common-MouseHilight.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\Buttons\UI-Common-MouseHilight.blp",""
"chat-frame","ChatFrame1DownButton","Button","ChatFrame1","-32","62","32","32","BOTTOM","ChatFrame1BottomButton","TOP","0","-2","Interface\ChatFrame\UI-ChatIcon-ScrollDown-Up.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollDown-Up.blp",""
"chat-frame","ChatFrame1DownButton/NormalTexture","NormalTexture","ChatFrame1DownButton","-32","62","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollDown-Up.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollDown-Up.blp",""
"chat-frame","ChatFrame1DownButton/PushedTexture","PushedTexture","ChatFrame1DownButton","-32","62","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollDown-Down.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollDown-Down.blp",""
"chat-frame","ChatFrame1DownButton/DisabledTexture","DisabledTexture","ChatFrame1DownButton","-32","62","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollDown-Disabled.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollDown-Disabled.blp",""
"chat-frame","ChatFrame1DownButton/HighlightTexture","HighlightTexture","ChatFrame1DownButton","-32","62","32","32","","","","","","Interface\Buttons\UI-Common-MouseHilight.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\Buttons\UI-Common-MouseHilight.blp",""
"chat-frame","ChatFrame1UpButton","Button","ChatFrame1","-32","30","32","32","BOTTOM","ChatFrame1DownButton","TOP","","","Interface\ChatFrame\UI-ChatIcon-ScrollUp-Up.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollUp-Up.blp",""
"chat-frame","ChatFrame1UpButton/NormalTexture","NormalTexture","ChatFrame1UpButton","-32","30","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollUp-Up.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollUp-Up.blp",""
"chat-frame","ChatFrame1UpButton/PushedTexture","PushedTexture","ChatFrame1UpButton","-32","30","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollUp-Down.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollUp-Down.blp",""
"chat-frame","ChatFrame1UpButton/DisabledTexture","DisabledTexture","ChatFrame1UpButton","-32","30","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollUp-Disabled.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollUp-Disabled.blp",""
"chat-frame","ChatFrame1UpButton/HighlightTexture","HighlightTexture","ChatFrame1UpButton","-32","30","32","32","","","","","","Interface\Buttons\UI-Common-MouseHilight.blp","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\Buttons\UI-Common-MouseHilight.blp",""
