rowKey,key,axis,displayId,extraId,batchIndex,geosetId,region,textureType,resolvedTexture,effectiveTexture,supplier,customContent,demandedTexture,demandedSupplier,missingDemandedTexture,predicted7C2Texture,protocolRow,modelPath,modelSupplier,race,sex,skin,face,hairStyle,hairColor,facialHair,equipment,geosetsChosen,bakeTexture,bakeSupplier,helmDisplayId,helmSuffix,helmModel,helmSupplier,shoulderDisplayId,shoulderModels,shoulderSuppliers,attachmentStatus,capeTexture,charSectionsDupKey,charSectionsWinnerRow,outcome,subjectPx,meanLuma,elapsedMs,note
npc-extra:10023:display:14612:batch:57,npc-extra:10023:display:14612,npc-extras,14612,10023,57,0,body-base,8,NONE,Textures\BakedNpcTextures\e98257a3d054d1f3d02217191973472f.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,12,0,4,0,5,0;0;31348;12543;9047;23626;31349;0;25034;0,0;6;106;206;306;402;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\e98257a3d054d1f3d02217191973472f.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,48544,82.7197,288.1144,
npc-extra:10023:display:14612:batch:58,npc-extra:10023:display:14612,npc-extras,14612,10023,58,1501,cape,8,NONE,Textures\BakedNpcTextures\e98257a3d054d1f3d02217191973472f.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,12,0,4,0,5,0;0;31348;12543;9047;23626;31349;0;25034;0,0;6;106;206;306;402;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\e98257a3d054d1f3d02217191973472f.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,48544,82.7197,288.1144,
npc-extra:10023:display:14612:batch:67,npc-extra:10023:display:14612,npc-extras,14612,10023,67,306,facial-hair,1,Textures\BakedNpcTextures\e98257a3d054d1f3d02217191973472f.blp,Textures\BakedNpcTextures\e98257a3d054d1f3d02217191973472f.blp,patch.MPQ,false,Textures\BakedNpcTextures\e98257a3d054d1f3d02217191973472f.blp,patch.MPQ,false,Textures\BakedNpcTextures\e98257a3d054d1f3d02217191973472f.blp,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,12,0,4,0,5,0;0;31348;12543;9047;23626;31349;0;25034;0,0;6;106;206;306;402;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\e98257a3d054d1f3d02217191973472f.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,48544,82.7197,288.1144,
npc-extra:10129:display:14758:batch:0,npc-extra:10129:display:14758,npc-extras,14758,10129,0,0,body-base,1,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:1,npc-extra:10129:display:14758,npc-extras,14758,10129,1,0,body-base,8,NONE,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:3,npc-extra:10129:display:14758,npc-extras,14758,10129,3,206,facial-hair,8,NONE,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:6,npc-extra:10129:display:14758,npc-extras,14758,10129,6,0,body-base,1,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:11,npc-extra:10129:display:14758,npc-extras,14758,10129,11,5,hair-scalp,1,composite://npc-bare/r6-s0-sk9-f3-h3-hc2-fh5,composite://npc-bare/r6-s0-sk9-f3-h3-hc2-fh5,generated:npc-bare,false,composite://npc-bare/r6-s0-sk9-f3-h3-hc2-fh5,generated:npc-bare,false,composite://npc-bare/r6-s0-sk9-f3-h3-hc2-fh5,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:21,npc-extra:10129:display:14758,npc-extras,14758,10129,21,702,ears,1,composite://npc-bare/r6-s0-sk9-f3-h3-hc2-fh5,composite://npc-bare/r6-s0-sk9-f3-h3-hc2-fh5,generated:npc-bare,false,composite://npc-bare/r6-s0-sk9-f3-h3-hc2-fh5,generated:npc-bare,false,composite://npc-bare/r6-s0-sk9-f3-h3-hc2-fh5,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:33,npc-extra:10129:display:14758,npc-extras,14758,10129,33,206,facial-hair,8,NONE,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:39,npc-extra:10129:display:14758,npc-extras,14758,10129,39,401,gloves,1,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:41,npc-extra:10129:display:14758,npc-extras,14758,10129,41,1501,cape,1,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:55,npc-extra:10129:display:14758,npc-extras,14758,10129,55,1301,robe,1,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:57,npc-extra:10129:display:14758,npc-extras,14758,10129,57,0,body-base,8,NONE,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:58,npc-extra:10129:display:14758,npc-extras,14758,10129,58,1501,cape,8,NONE,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10129:display:14758:batch:67,npc-extra:10129:display:14758,npc-extras,14758,10129,67,306,facial-hair,1,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,false,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,9,3,3,2,5,0;0;0;31462;9047;10071;31463;0;0;0,0;5;106;206;306;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\842625a159862762ecbe7c4515b67124.blp,patch.MPQ,0,TaM,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,NONE,Ready,52259,90.1578,185.8577,
npc-extra:10203:display:9771:batch:0,npc-extra:10203:display:9771,npc-extras,9771,10203,0,0,body-base,1,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,false,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,false,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,7,3,0,0,6,3047;12916;12917;0;12918;5947;0;10976;0;0,0;2;107;207;307;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,3047,TaM,Item\ObjectComponents\Head\Helm_Eyepatch_A_01_TaM.m2,patch.MPQ,12916,Item\ObjectComponents\Shoulder\LShoulder_Leather_A_01.m2|Item\ObjectComponents\Shoulder\RShoulder_Leather_A_01.m2,patch.MPQ|patch.MPQ,mounted,NONE,0,NONE,Ready,54619,83.5716,110.007,
npc-extra:10203:display:9771:batch:1,npc-extra:10203:display:9771,npc-extras,9771,10203,1,0,body-base,8,NONE,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,7,3,0,0,6,3047;12916;12917;0;12918;5947;0;10976;0;0,0;2;107;207;307;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,3047,TaM,Item\ObjectComponents\Head\Helm_Eyepatch_A_01_TaM.m2,patch.MPQ,12916,Item\ObjectComponents\Shoulder\LShoulder_Leather_A_01.m2|Item\ObjectComponents\Shoulder\RShoulder_Leather_A_01.m2,patch.MPQ|patch.MPQ,mounted,NONE,0,NONE,Ready,54619,83.5716,110.007,
npc-extra:10203:display:9771:batch:4,npc-extra:10203:display:9771,npc-extras,9771,10203,4,107,facial-hair,8,NONE,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,7,3,0,0,6,3047;12916;12917;0;12918;5947;0;10976;0;0,0;2;107;207;307;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,3047,TaM,Item\ObjectComponents\Head\Helm_Eyepatch_A_01_TaM.m2,patch.MPQ,12916,Item\ObjectComponents\Shoulder\LShoulder_Leather_A_01.m2|Item\ObjectComponents\Shoulder\RShoulder_Leather_A_01.m2,patch.MPQ|patch.MPQ,mounted,NONE,0,NONE,Ready,54619,83.5716,110.007,
npc-extra:10203:display:9771:batch:6,npc-extra:10203:display:9771,npc-extras,9771,10203,6,0,body-base,1,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,false,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,false,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,7,3,0,0,6,3047;12916;12917;0;12918;5947;0;10976;0;0,0;2;107;207;307;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,3047,TaM,Item\ObjectComponents\Head\Helm_Eyepatch_A_01_TaM.m2,patch.MPQ,12916,Item\ObjectComponents\Shoulder\LShoulder_Leather_A_01.m2|Item\ObjectComponents\Shoulder\RShoulder_Leather_A_01.m2,patch.MPQ|patch.MPQ,mounted,NONE,0,NONE,Ready,54619,83.5716,110.007,
npc-extra:10203:display:9771:batch:8,npc-extra:10203:display:9771,npc-extras,9771,10203,8,2,hair-scalp,1,composite://npc-bare/r6-s0-sk7-f3-h0-hc0-fh6,composite://npc-bare/r6-s0-sk7-f3-h0-hc0-fh6,generated:npc-bare,false,composite://npc-bare/r6-s0-sk7-f3-h0-hc0-fh6,generated:npc-bare,false,composite://npc-bare/r6-s0-sk7-f3-h0-hc0-fh6,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,7,3,0,0,6,3047;12916;12917;0;12918;5947;0;10976;0;0,0;2;107;207;307;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,3047,TaM,Item\ObjectComponents\Head\Helm_Eyepatch_A_01_TaM.m2,patch.MPQ,12916,Item\ObjectComponents\Shoulder\LShoulder_Leather_A_01.m2|Item\ObjectComponents\Shoulder\RShoulder_Leather_A_01.m2,patch.MPQ|patch.MPQ,mounted,NONE,0,NONE,Ready,54619,83.5716,110.007,
npc-extra:10203:display:9771:batch:20,npc-extra:10203:display:9771,npc-extras,9771,10203,20,107,facial-hair,8,NONE,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,NONE,false,NONE,NONE,false,NONE,,Character\Tauren\Male\TaurenMale.m2,patch.MPQ,6,0,7,3,0,0,6,3047;12916;12917;0;12918;5947;0;10976;0;0,0;2;107;207;307;401;501;601;702;801;901;1001;1101;1201;1301;1401;1501,Textures\BakedNpcTextures\23ca65106e8e326256bd40799ccec0d1.blp,patch.MPQ,3047,TaM,Item\ObjectComponents\Head\Helm_Eyepatch_A_01_TaM.m2,patch.MPQ,12916,Item\ObjectComponents\Shoulder\LShoulder_Leather_A_01.m2|Item\ObjectComponents\Shoulder\RShoulder_Leather_A_01.m2,patch.MPQ|patch.MPQ,mounted,NONE,0,NONE,Ready,54619,83.5716,110.007,
