panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"player-frame","PlayerPVPIconHitArea","Frame","PlayerFrame/Frame","","","39","37","TOPLEFT","PlayerPVPIcon","","","","","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","",""
"player-frame","PlayerStatusGlow","Frame","PlayerFrame/Frame","","","32","32","TOPLEFT","PlayerRestIcon","","0","0","","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","",""
"player-frame","PlayerRestGlow","Texture","PlayerStatusGlow","","","32","32","TOPLEFT","","","","","Interface\CharacterFrame\UI-StateIcon.blp","","","","","OVERLAY","BACKGROUND","","","","","","0|0.5|0.5|1.0","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","interface.MPQ:Interface\CharacterFrame\UI-StateIcon.blp",""
"player-frame","PlayerAttackGlow","Texture","PlayerStatusGlow","","","32","32","TOPLEFT","","","1","1","Interface\CharacterFrame\UI-StateIcon.blp","","","","","OVERLAY","BACKGROUND","","","","","","0.5|0.5|1.0|1.0","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","interface.MPQ:Interface\CharacterFrame\UI-StateIcon.blp",""
"player-frame","PlayerPlayTime","Frame","PlayerFrame/Frame","","","32","32","TOPLEFT","","TOPRIGHT","-4","-17","","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","",""
"player-frame","PlayerPlayTimeIcon","Texture","PlayerPlayTime","","","","","","","","","","Interface\CharacterFrame\UI-Player-PlayTimeTired.blp","","","","","BACKGROUND","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","patch.MPQ:Interface\CharacterFrame\UI-Player-PlayTimeTired.blp",""
"player-frame","PlayerFrameDropDown","Frame","PlayerFrame","101","50","10","10","TOP","","","-10","-50","","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","",""
"player-frame","PlayerFrameGroupIndicator","Frame","PlayerFrame","97","4","10","16","BOTTOMLEFT","","TOPLEFT","97","-20","","","","","","","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","",""
"player-frame","PlayerFrameGroupIndicatorLeft","Texture","PlayerFrameGroupIndicator","97","4","24","16","TOPLEFT","","","","","Interface\CharacterFrame\UI-CharacterFrame-GroupIndicator.blp","","","","","BACKGROUND","BACKGROUND","","","","","","0|0|0.1875|1","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","patch.MPQ:Interface\CharacterFrame\UI-CharacterFrame-GroupIndicator.blp",""
"player-frame","PlayerFrameGroupIndicatorRight","Texture","PlayerFrameGroupIndicator","83","4","24","16","TOPRIGHT","","","","","Interface\CharacterFrame\UI-CharacterFrame-GroupIndicator.blp","","","","","BACKGROUND","BACKGROUND","","","","","","0.53125|0|0.71875|1","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","patch.MPQ:Interface\CharacterFrame\UI-CharacterFrame-GroupIndicator.blp",""
"player-frame","PlayerFrameGroupIndicatorMiddle","Texture","PlayerFrameGroupIndicator","83","4","0","16","RIGHT","PlayerFrameGroupIndicatorRight","LEFT","","","Interface\CharacterFrame\UI-CharacterFrame-GroupIndicator.blp","","","","","BACKGROUND","BACKGROUND","","","","","","0.1875|0|0.53125|1","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","patch.MPQ:Interface\CharacterFrame\UI-CharacterFrame-GroupIndicator.blp",""
"player-frame","PlayerFrameGroupIndicatorText","FontString","PlayerFrameGroupIndicator","","","","","LEFT","","","20","-2","","GameFontHighlightSmall","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","BACKGROUND","BACKGROUND","","","","","","","patch.MPQ:Interface\FrameXML\PlayerFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
