panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"target-frame","TargetRaidTargetIcon","Texture","TargetFrameTextureFrame","","","26","26","CENTER","","TOPRIGHT","-73","-14","Interface\TargetingFrame\UI-RaidTargetingIcons.blp","","","","","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","patch.MPQ:Interface\TargetingFrame\UI-RaidTargetingIcons.blp",""
"target-frame","TargetFrameDropDown","Frame","TargetFrame","121","60","10","10","TOP","","","10","-60","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff1","Button","TargetFrame","5","68","17","17","TOPLEFT","","BOTTOMLEFT","5","32","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff2","Button","TargetFrame","25","68","17","17","LEFT","TargetFrameDebuff1","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff3","Button","TargetFrame","45","68","17","17","LEFT","TargetFrameDebuff2","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff4","Button","TargetFrame","65","68","17","17","LEFT","TargetFrameDebuff3","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff5","Button","TargetFrame","85","68","17","17","LEFT","TargetFrameDebuff4","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff6","Button","TargetFrame","105","68","17","17","LEFT","TargetFrameDebuff5","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff7","Button","TargetFrame","5","88","17","17","TOPLEFT","TargetFrameDebuff1","BOTTOMLEFT","0","-3","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff8","Button","TargetFrame","25","88","17","17","LEFT","TargetFrameDebuff7","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff9","Button","TargetFrame","45","88","17","17","LEFT","TargetFrameDebuff8","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff10","Button","TargetFrame","65","88","17","17","LEFT","TargetFrameDebuff9","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff11","Button","TargetFrame","85","88","17","17","LEFT","TargetFrameDebuff10","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff12","Button","TargetFrame","105","88","17","17","LEFT","TargetFrameDebuff11","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff13","Button","TargetFrame","125","88","17","17","LEFT","TargetFrameDebuff12","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff14","Button","TargetFrame","145","88","17","17","LEFT","TargetFrameDebuff13","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff15","Button","TargetFrame","165","88","17","17","LEFT","TargetFrameDebuff14","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameDebuff16","Button","TargetFrame","185","88","17","17","LEFT","TargetFrameDebuff15","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameBuff1","Button","TargetFrame","5","87","21","21","TOPLEFT","TargetFrameDebuff1","BOTTOMLEFT","0","-2","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameBuff2","Button","TargetFrame","29","87","21","21","LEFT","TargetFrameBuff1","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameBuff3","Button","TargetFrame","53","87","21","21","LEFT","TargetFrameBuff2","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameBuff4","Button","TargetFrame","77","87","21","21","LEFT","TargetFrameBuff3","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
"target-frame","TargetFrameBuff5","Button","TargetFrame","101","87","21","21","LEFT","TargetFrameBuff4","RIGHT","3","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\TargetFrame.xml","",""
