panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"buff-frame","BuffButton15Duration","FontString","BuffFrame","","","","","TOP","","","","","","BuffButtonDurationTemplate","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"buff-frame","BuffButton16Duration","FontString","BuffFrame","","","","","TOP","","","","","","BuffButtonDurationTemplate","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"buff-frame","BuffButton17Duration","FontString","BuffFrame","","","","","TOP","","","","","","BuffButtonDurationTemplate","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"buff-frame","BuffButton18Duration","FontString","BuffFrame","","","","","TOP","","","","","","BuffButtonDurationTemplate","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"buff-frame","BuffButton19Duration","FontString","BuffFrame","","","","","TOP","","","","","","BuffButtonDurationTemplate","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"buff-frame","BuffButton20Duration","FontString","BuffFrame","","","","","TOP","","","","","","BuffButtonDurationTemplate","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"buff-frame","BuffButton21Duration","FontString","BuffFrame","","","","","TOP","","","","","","BuffButtonDurationTemplate","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"buff-frame","BuffButton22Duration","FontString","BuffFrame","","","","","TOP","","","","","","BuffButtonDurationTemplate","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"buff-frame","BuffButton23Duration","FontString","BuffFrame","","","","","TOP","","","","","","BuffButtonDurationTemplate","Fonts\FRIZQT__.TTF","10","#FFD100FF","ARTWORK","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"buff-frame","BuffButton0","Button","BuffFrame","20","0","30","30","TOPRIGHT","","","0","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton0Icon","Texture","BuffButton0","20","0","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton0Count","FontString","BuffButton0","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton1","Button","BuffFrame","-15","0","30","30","RIGHT","BuffButton0","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton1Icon","Texture","BuffButton1","-15","0","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton1Count","FontString","BuffButton1","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton2","Button","BuffFrame","-50","0","30","30","RIGHT","BuffButton1","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton2Icon","Texture","BuffButton2","-50","0","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton2Count","FontString","BuffButton2","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton3","Button","BuffFrame","-85","0","30","30","RIGHT","BuffButton2","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton3Icon","Texture","BuffButton3","-85","0","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton3Count","FontString","BuffButton3","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton4","Button","BuffFrame","-120","0","30","30","RIGHT","BuffButton3","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton4Icon","Texture","BuffButton4","-120","0","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton4Count","FontString","BuffButton4","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton5","Button","BuffFrame","-155","0","30","30","RIGHT","BuffButton4","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton5Icon","Texture","BuffButton5","-155","0","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton5Count","FontString","BuffButton5","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton6","Button","BuffFrame","-190","0","30","30","RIGHT","BuffButton5","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton6Icon","Texture","BuffButton6","-190","0","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton6Count","FontString","BuffButton6","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton7","Button","BuffFrame","-225","0","30","30","RIGHT","BuffButton6","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton7Icon","Texture","BuffButton7","-225","0","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton7Count","FontString","BuffButton7","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton8","Button","BuffFrame","20","35","30","30","TOP","BuffButton0","BOTTOM","0","-5","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton8Icon","Texture","BuffButton8","20","35","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton8Count","FontString","BuffButton8","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton9","Button","BuffFrame","-15","35","30","30","RIGHT","BuffButton8","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton9Icon","Texture","BuffButton9","-15","35","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton9Count","FontString","BuffButton9","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton10","Button","BuffFrame","-50","35","30","30","RIGHT","BuffButton9","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton10Icon","Texture","BuffButton10","-50","35","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton10Count","FontString","BuffButton10","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton11","Button","BuffFrame","-85","35","30","30","RIGHT","BuffButton10","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton11Icon","Texture","BuffButton11","-85","35","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton11Count","FontString","BuffButton11","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton12","Button","BuffFrame","-120","35","30","30","RIGHT","BuffButton11","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton12Icon","Texture","BuffButton12","-120","35","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton12Count","FontString","BuffButton12","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton13","Button","BuffFrame","-155","35","30","30","RIGHT","BuffButton12","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton13Icon","Texture","BuffButton13","-155","35","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton13Count","FontString","BuffButton13","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton14","Button","BuffFrame","-190","35","30","30","RIGHT","BuffButton13","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton14Icon","Texture","BuffButton14","-190","35","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton14Count","FontString","BuffButton14","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton15","Button","BuffFrame","-225","35","30","30","RIGHT","BuffButton14","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton15Icon","Texture","BuffButton15","-225","35","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton15Count","FontString","BuffButton15","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton16","Button","BuffFrame","5","70","30","30","TOPRIGHT","BuffButton8","BOTTOM","0","-5","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton16Icon","Texture","BuffButton16","5","70","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton16Count","FontString","BuffButton16","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton16Border","Texture","BuffButton16","3.5","69","33","32","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\BuffFrame.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"buff-frame","BuffButton17","Button","BuffFrame","-30","70","30","30","RIGHT","BuffButton16","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton17Icon","Texture","BuffButton17","-30","70","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton17Count","FontString","BuffButton17","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton17Border","Texture","BuffButton17","-31.5","69","33","32","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\BuffFrame.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"buff-frame","BuffButton18","Button","BuffFrame","-65","70","30","30","RIGHT","BuffButton17","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton18Icon","Texture","BuffButton18","-65","70","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton18Count","FontString","BuffButton18","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton18Border","Texture","BuffButton18","-66.5","69","33","32","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\BuffFrame.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"buff-frame","BuffButton19","Button","BuffFrame","-100","70","30","30","RIGHT","BuffButton18","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton19Icon","Texture","BuffButton19","-100","70","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton19Count","FontString","BuffButton19","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton19Border","Texture","BuffButton19","-101.5","69","33","32","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\BuffFrame.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"buff-frame","BuffButton20","Button","BuffFrame","-135","70","30","30","RIGHT","BuffButton19","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton20Icon","Texture","BuffButton20","-135","70","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton20Count","FontString","BuffButton20","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton20Border","Texture","BuffButton20","-136.5","69","33","32","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\BuffFrame.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"buff-frame","BuffButton21","Button","BuffFrame","-170","70","30","30","RIGHT","BuffButton20","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton21Icon","Texture","BuffButton21","-170","70","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton21Count","FontString","BuffButton21","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton21Border","Texture","BuffButton21","-171.5","69","33","32","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\BuffFrame.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"buff-frame","BuffButton22","Button","BuffFrame","-205","70","30","30","RIGHT","BuffButton21","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton22Icon","Texture","BuffButton22","-205","70","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton22Count","FontString","BuffButton22","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"buff-frame","BuffButton22Border","Texture","BuffButton22","-206.5","69","33","32","CENTER","","","0","0","Interface\Buttons\UI-Debuff-Overlays.blp","","","","","OVERLAY","LOW","","","","","","0.296875|0|0.5703125|0.515625","patch.MPQ:Interface\FrameXML\BuffFrame.xml","patch.MPQ:Interface\Buttons\UI-Debuff-Overlays.blp",""
"buff-frame","BuffButton23","Button","BuffFrame","-240","70","30","30","RIGHT","BuffButton22","LEFT","-5","0","","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton23Icon","Texture","BuffButton23","-240","70","30","30","","","","","","","","","","","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","",""
"buff-frame","BuffButton23Count","FontString","BuffButton23","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","BACKGROUND","LOW","","","","","","","patch.MPQ:Interface\FrameXML\BuffFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
